user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Hackwith_Garry 🖥🛰📡,"London, Ontario",GOD🥇Pro-Hacking Services. *Private Investigator* *Recovery Services* *Instagram* *Crypto* *Facebook* *icloud* *Snapchat* #NoFreeHacks,2022-05-11 02:23:00,2268,47,194,False,2023-03-01 23:54:30,If you need a hacker for any kind of problem contact me now #programming #BigData #MachineLearning #DataScience #Cybersecurity #Analytics #AI #Python #RStats #ReactJS #CloudComputing #Serverless #DataScientist #Linux  #100DaysofCode #NodeJS #golang #IoT #Blockchain #Bitcoin https://t.co/LRV9KJFT5J,"['programming', 'BigData', 'MachineLearning', 'DataScience', 'Cybersecurity', 'Analytics', 'AI', 'Python', 'RStats', 'ReactJS', 'CloudComputing', 'Serverless', 'DataScientist', 'Linux', '100DaysofCode', 'NodeJS', 'golang', 'IoT', 'Blockchain', 'Bitcoin']",Twitter for iPhone,False
Renee Grant,South Carolina,Crypto expert and blockchain enthusiast offering cutting-edge analysis on the latest trends in cryptocurrency. #CryptoResearch,2015-03-23 14:31:23,115,46,6,False,2023-03-01 23:54:27,"@Lenovo Although it may seem like a challenge right now, have faith in #Bitcoin. There are always ups and downs but Bitcoin proves time &amp; time again its resilience is unbeatable! Hang on tight - better days will come soon 💪🏼 #BearMarketSurvivors https://t.co/lMgr36rAwz","['Bitcoin', 'BearMarketSurvivors']",Twitter Web App,False
#XtinGer / Crypto & Stocks Trading ‼️‼️‼️,,Chart Market Technical Trading Analysis using our own Indicator #XtinGer / Not Financial Advices,2012-03-09 15:08:12,120,195,1878,False,2023-03-01 23:54:01,"#Breaking 🦂 More content coming.

$AMC / Stocks Analysis Chart Trading

#AMC  ‼️‼️‼️

$BTC #Bitcoin     #AMCUSD
#Nft #Airdrops  #Giveaways #Pumping #Luxury #Investing #Entrepreneur #Succes #Bussines Earn #Money

Chart powered by our own indicator #XtinGer 🦂 https://t.co/U09CvWBU1h","['Breaking', 'AMC', 'Bitcoin', 'AMCUSD', 'Nft', 'Airdrops', 'Giveaways', 'Pumping', 'Luxury', 'Investing', 'Entrepreneur', 'Succes', 'Bussines', 'Money', 'XtinGer']",Twitter for Android,False
kannabis,,Mr JOE,2022-12-22 02:41:38,0,1,0,False,2023-03-01 23:53:55,binance 1 #bitcoin; (the rest half in #eth and half stays in #bnb),"['bitcoin', 'eth', 'bnb']",Twitter Web App,False
crypto_class,,Crypto news,2022-11-15 21:17:35,25,150,386,False,2023-03-01 23:53:53,Global payments giant Blackhawk will offer #Bitcoin    gift cards at U.S. retailers!,['Bitcoin'],Twitter for Android,False
Sergio,coin hunt world,"professional coin hunt world player

-living with autism-",2022-05-16 21:05:33,185,76,13134,False,2023-03-01 23:53:48,"c03x found #bitcoin in a User vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/a37s2OfkQa #cryptocurrency #8217 https://t.co/0T0QTBz4cz","['bitcoin', 'coinhuntworld', 'cryptocurrency']",Twitter for Android,False
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",2022-07-24 04:50:18,576,1,0,False,2023-03-01 23:53:39,"#Ethereum price update: 

#ETH $1664.25 USD
#Bitcoin 0.07043167 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False
Beekeyyy Click/Clack 🖱️,"Philadelphia, PA","2015 SHA-256 Miner | | 👁️ share $btc Technical Analysis, Part-time Trader and #Bitcoin Content Creator. https://t.co/xS693ytVmj (Targeted Individual) #Blockchain #Xbox🎮",2017-12-01 17:28:39,1692,118,14252,False,2023-03-01 23:53:26,"This made me giggle because.... The U.S. doesn't have to do shit. 🤣🤣

We as U.S. citizens have a choice to join the battle and go to war.... so umm... yeah.
#Bitcoin #BTC #Freedom #UnitedStates #NoWar https://t.co/MFsHAmu52t","['Bitcoin', 'BTC', 'Freedom', 'UnitedStates', 'NoWar']",Twitter Web App,False
Data Metrics UG,,"Forecasting and analysis models with artificial intelligence for all major cryptocurrency metrics and trading signals.
Web: https://t.co/Ab0F4RF0TU | https://t.co/btgqITXxLC",2021-05-14 08:03:59,11489,214,468,False,2023-03-01 23:53:15,💰 Market Cap. Swap 💰 What would one #Maiar-dex $MEX cost if it had the market capitalization of #Bitcoin $BTC? One #MEX would be worth $0.1381. 🤑 💪 🚀 | 👁️  More: https://t.co/iLdJQXVIOt https://t.co/836QimeBTe,"['Maiar', 'Bitcoin', 'MEX']",CoinforecastTwitterTweeter,False
kenneth wolf,,,2015-03-22 19:15:11,112,27,9,False,2023-03-01 23:53:14,Women excluded from the crypto world - again. Figures why there is more focus on #Bitcoin than anything else...#crypto # BlockchainGenderGap,"['Bitcoin', 'crypto']",Twitter Web App,False
Mr. Satoshi,United States,Shop premium #Bitcoin apparel. Only made from high quality materials & shipped from the US 🇺🇸 Receive up to 100K Sats back instantly on every purchase ⚡️,2022-12-14 09:15:19,967,2,1802,False,2023-03-01 23:53:06,How often do you buy #Bitcoin?,['Bitcoin'],Twitter for iPhone,False
tictoknextblock,,Real-time bitcoin  insights,2021-07-01 03:29:10,284,17,2,False,2023-03-01 23:53:03,"🟩 Block 778891 ⛏ ⛏

📅 1st Mar 2023, 23:52:15 GMT

📣 2,933 tx with a value of 4,346.521 ₿ ($102.84m 🇺🇸)

📣 distributed to 9,586 recipients 💎🙌

📣 19,305,575.00 ₿ (91.93131%) mined ⛏

📣 1,694,425.00 ₿ remaining 💰

#bitcoin #tictoknextblock","['bitcoin', 'tictoknextblock']",tictoknextblock,False
🤖 EconSnapped,,"Your economic update.  Hourly.

💰 Asset - Price - Todays Change",2022-08-13 23:32:13,82,1,0,False,2023-03-01 23:52:39,"💰 #SP500    3,951.39 📉 -0.47%
🚜 #DJIA    32,661.84 📈 0.02%
⌛ 10 Yr T    3.99 📈 1.35%
💵 USD/EUR    0.94 📉 -0.85%
🥇 #Gold    1,843.95 📈 0.58%
🛢 #CrudeOil    77.64 📈 1.27%
💸 #Bitcoin    23,621.20 📈 2.02%","['SP500', 'DJIA', 'Gold', 'CrudeOil', 'Bitcoin']",EconSnapshot,False
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",2022-07-24 04:50:18,576,1,0,False,2023-03-01 23:52:38,"#Ethereum price update: 

#ETH $1665.02 USD
#Bitcoin 0.07038613836691748 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,2022-07-11 05:24:30,492,5,0,False,2023-03-01 23:52:38,"#BinanceCoin price update: $BNB

#BNB $302.85 USD

#Bitcoin 0.0128 BTC

#Ethereum 0.18189 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,False
Yoloking of $TSLAQ,Seongapdo,"Options degen
$TSLAQ convert, tracking the madness of #ElonQ and his lemmings
Certified QE Conspiracist by @neelkashkari
I shitpost a lot. NO INVESTMENT ADVICE.",2020-01-02 09:21:12,2671,479,33608,False,2023-03-01 23:52:34,"@SlopeOfHope But #Bitcoin fixes this, right?",['Bitcoin'],Twitter for Android,False
Q,United Kingdom,"Saitama/SaitaRealty Holder.
MaziMatic NFT Holder, Referral Code: maziarmyLeSRBRb9uj",2013-11-15 02:58:06,3378,4710,59714,False,2023-03-01 23:52:32,"#Saitama #SaitamaWolfPack #SaitaPro
#Crypto #CryptoCurrency #SaitaWolves #ETH #Bitcoin #PaperVillage
#SaitamaToken
#BESUMMIT #SaitaRealty #SAITAMACOMMUNITY #SaitamaLLC #MetaVerse #WeAreSaitama

#UseSaitaPro #NFT #NFTs #NFTCommunity #SaitaCard

💜🐺💜WOLF🐺PACK💜🐺💜 https://t.co/ck2A73F9t4","['Saitama', 'SaitamaWolfPack', 'SaitaPro', 'Crypto', 'CryptoCurrency', 'SaitaWolves', 'ETH', 'Bitcoin', 'PaperVillage', 'SaitamaToken', 'BESUMMIT', 'SaitaRealty', 'SAITAMACOMMUNITY', 'SaitamaLLC', 'MetaVerse', 'WeAreSaitama', 'UseSaitaPro', 'NFT', 'NFTs', 'NFTCommunity', 'SaitaCard']",Twitter for Android,False
Samurai21 ♟️,"Melbourne, Australia",Market analyst 💻 Dynamic Futures Trader 👨🏽‍💻 My fingers are always on the pulse…. #Bitcoin Standard.,2021-10-02 07:50:50,28,47,54,False,2023-03-01 23:52:27,"@GarethSoloway Ethereum is so strong Gareth . The bears are slowly and steadily losing there grip 🐻❌.
#Bitcoin",['Bitcoin'],Twitter for iPhone,False
Lostdog 🍻,Cypherspace,The source of all our wealth are functional ecosystems. Enviromaximalist - 🌿 #Bitcoin ⚡,2009-11-21 23:44:38,636,2174,56157,False,2023-03-01 23:52:23,"@BobMcElrath The author Amy Castor has been a #bitcoin critic for many years. At this point it's just dishonesty, with references to Gerard, de Vries, etc. which have been debunked a million times, while ignoring all the documents evidence that contradicts her opinion",['bitcoin'],Twitter for Android,False
Suhan Ahmad,Riri 🌻,aha🐰,2022-12-21 23:33:36,0,1,0,False,2023-03-01 23:52:20,So BlockFi files for Chapter 11 bankruptcy and #Bitcoin  price isn't moving?Nice!,['Bitcoin'],Twitter Web App,False
GallantCEO News,United Kingdom,News • People • Interviews,2013-11-18 18:41:38,13852,20,36455,False,2023-03-01 23:52:15,"Number of Bitcoin Wallets With At Least 1 BTC Could Soon Hit a Million – How Could That Impact the BTC Price?

#Cryptocurrency #Bitcoin #BTC #hit

https://t.co/hVEHhRUKIH","['Cryptocurrency', 'Bitcoin', 'BTC', 'hit']",Pabbly Connect,False
Crypto is the future,LiaSuppanad,💥alpercorekci.eth,2022-12-21 23:25:04,1,1,0,False,2023-03-01 23:51:48,Buy some crypto today 👀🥸 #xrp #ETH #FLR #apt #Bitcoin the United States of America is joining the crypto market ;),"['xrp', 'ETH', 'FLR', 'apt', 'Bitcoin']",Twitter Web App,False
#TradingAllIn™ PoorsGuide.com by #maninthedot,Blocknode & Wall St.,#TradingAllIn™ @PoorsGuide's Human Curated News #Web3 #Stocks #SPACs #NFTs #Metaverse #IPOs #GameFi #FinTech #ETFs #DeFi #DAOs #Crypto #Blockchain by:@MichDe.Ⓜ,2020-11-29 19:36:12,2010,1406,21576,False,2023-03-01 23:51:43,".@Jack Dorsey’s Block Releases UI Teaser, Seeks Partners For Highly Anticipated Self-Custody #BitcoinWallet https://t.co/LNvWRkcjHQ via @BtcCasey $BTC @BitcoinMagazine #Bitcoin","['BitcoinWallet', 'Bitcoin']",Twitter Web App,False
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",2022-07-24 04:50:18,576,1,0,False,2023-03-01 23:51:37,"#Ethereum price update: 

#ETH $1663.96 USD
#Bitcoin 0.07042005 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False
oussama clay,MAROC ,"Founder 
https://t.co/ChgJKSh6bk
creating timeless identities 
visual and brand identity designer",2013-11-18 00:33:47,23,67,564,False,2023-03-01 23:51:31,"BULLish on 
@BitcoinBullsNFT @ordinalswallet @ordswapbot @ordswap 
     #Ordinalsnft #Bitcoin #NFT #ordinals #OrdinalNFTs #BTCNFT #bull 
@BitcoinBullsNFT https://t.co/R57EuaGrPw","['Ordinalsnft', 'Bitcoin', 'NFT', 'ordinals', 'OrdinalNFTs', 'BTCNFT', 'bull']",Twitter Web App,False
Bitcoin Price Ticker,,Tweets the current price of #bitcoin every 5 minutes,2022-10-20 07:10:38,122,9,9,False,2023-03-01 23:51:16,"1₿ = $23642 2.10%📈

Details:
Change: 📈486.23$
24H Low = $23079🔻
24H High = $23884💹

#bitcoin #btc","['bitcoin', 'btc']",BitcoinLivePriceTicker,False
Ogunleye Femi,"Lagos, Nigeria",".......Cooking......
         💙❤️",2019-04-15 12:25:25,196,444,5068,False,2023-03-01 23:51:10,"GM @QuaiNetwork and community. A gentle reminder that we are still super-bullish on $Quai

@_QuaiNigeria #Secure #Scalable #Crypto #Quai #QuaiNetwork #QuaiDevs #EVM #blockchain #Web3 #Bitcoin #Decentralization #Crypto #trilemma","['Secure', 'Scalable', 'Crypto', 'Quai', 'QuaiNetwork', 'QuaiDevs', 'EVM', 'blockchain', 'Web3', 'Bitcoin', 'Decentralization', 'Crypto', 'trilemma']",Twitter Web App,False
Trader Jet Telegram Bot,,"The best assistant for #scalping on #Binance with more than 15 modules and #autotrading #ai system.

Have #RU and #EN versions!

Join for free 3 days trial 👇",2022-06-21 09:02:15,907,14,300,False,2023-03-01 23:51:01,"⬇️ SELL $GMX | 1h | #Binance
CCI: 205

 Join our bot for more signals (in bio)!
25 #ai #cci #signal #BUSD #crypto #finance #altcoins #binance #bitcoin #btc #GMX https://t.co/rSbmSXzahP","['Binance', 'ai', 'cci', 'signal', 'BUSD', 'crypto', 'finance', 'altcoins', 'binance', 'bitcoin', 'btc', 'GMX']",TwitterLikeRt_Nik,False
DoDo.BTC,"Manhattan, NY",Bitcoin Whales|Bitcoin Trader| Not financial advice,2020-02-07 10:53:24,125,604,212,False,2023-03-01 23:50:59,"#Bitcoin fell to $4,000 in 2020, but rose to nearly $30,000 by the end of the year.

Don't Underestimate the #BTC Halving

Expect the Fed to cut interest rates","['Bitcoin', 'BTC']",Twitter for iPhone,False
DataPool,,"A Club For Artificial Intelligence 🧮
Tell us which data you need📊
Contact for Twitter Insights🐦",2017-04-04 17:07:54,3882,269,163,False,2023-03-01 23:50:54,"Xrp Twitter Insight Words 

Last 7 Days
#btc #bitcoin #cryptocurrency
More Detail
👉https://t.co/dOF4NwWgLi https://t.co/VEeHorem5L","['btc', 'bitcoin', 'cryptocurrency']",datapool.app,False
Q,United Kingdom,"Saitama/SaitaRealty Holder.
MaziMatic NFT Holder, Referral Code: maziarmyLeSRBRb9uj",2013-11-15 02:58:06,3378,4710,59714,False,2023-03-01 23:50:54,"#Saitama #SaitamaWolfPack #SaitaPro
#Crypto #CryptoCurrency #SaitaWolves #ETH #Bitcoin #PaperVillage
#SaitamaToken
#BESUMMIT #SaitaRealty #SAITAMACOMMUNITY #SaitamaLLC #MetaVerse #WeAreSaitama

#UseSaitaPro #NFT #NFTs #NFTCommunity #SaitaCard

💜🐺💜WOLF🐺PACK💜🐺💜 https://t.co/l2l7MIzmyW","['Saitama', 'SaitamaWolfPack', 'SaitaPro', 'Crypto', 'CryptoCurrency', 'SaitaWolves', 'ETH', 'Bitcoin', 'PaperVillage', 'SaitamaToken', 'BESUMMIT', 'SaitaRealty', 'SAITAMACOMMUNITY', 'SaitamaLLC', 'MetaVerse', 'WeAreSaitama', 'UseSaitaPro', 'NFT', 'NFTs', 'NFTCommunity', 'SaitaCard']",Twitter for Android,False
Wee Blue Ghost,,I'm a wee blue ghost haunting Twitter with Bitcoin price and Naks equivalents and Hex too!,2020-10-17 08:24:46,434,81,81,False,2023-03-01 23:50:51,"- 
BTC price: $23,670 / £19,778 

42.25 Naks per USD
50.56 Naks per GBP

A #Nak is a millionth of a #Bitcoin. 
A #Sat is one hundred millionth.  
If a Sat is a cent, a Nak is a dollar! 
#Bitcoinprice 

01/03/2023  23:50:49 GMT https://t.co/TifT9WUTMK","['Nak', 'Bitcoin', 'Sat', 'Bitcoinprice']",weeblueghost,False
⚡ Mr. Crypto Giants🐋,"Dubai, United Arab Emirates","💥Follow if you want to be in crypto knowledge heaven!!!🔥🤑💸💵

https://t.co/peAB3PEIhx",2020-05-02 14:19:44,763,0,2,False,2023-03-01 23:50:44,"🚨 #Crypto Bank Charter Firm Protego Trust Lays Off Most of Its Workforce: Source
#Bitcoin","['Crypto', 'Bitcoin']",CryptoGiants_,False
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",2022-07-24 04:50:18,576,1,0,False,2023-03-01 23:50:37,"#Ethereum price update: 

#ETH $1665.06 USD
#Bitcoin 0.07034298680345526 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,2022-07-11 05:24:30,492,5,0,False,2023-03-01 23:50:37,"#BinanceCoin price update: $BNB

#BNB $302.85 USD

#Bitcoin 0.01279 BTC

#Ethereum 0.18189 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,False
Q,United Kingdom,"Saitama/SaitaRealty Holder.
MaziMatic NFT Holder, Referral Code: maziarmyLeSRBRb9uj",2013-11-15 02:58:06,3378,4710,59714,False,2023-03-01 23:50:30,"#Saitama #SaitamaWolfPack #SaitaPro
#Crypto #CryptoCurrency #SaitaWolves #ETH #Bitcoin #PaperVillage
#SaitamaToken
#BESUMMIT #SaitaRealty #SAITAMACOMMUNITY #SaitamaLLC #MetaVerse #WeAreSaitama

#UseSaitaPro #NFT #NFTs #NFTCommunity #SaitaCard

💜🐺💜WOLF🐺PACK💜🐺💜 https://t.co/xY7LxS10g3","['Saitama', 'SaitamaWolfPack', 'SaitaPro', 'Crypto', 'CryptoCurrency', 'SaitaWolves', 'ETH', 'Bitcoin', 'PaperVillage', 'SaitamaToken', 'BESUMMIT', 'SaitaRealty', 'SAITAMACOMMUNITY', 'SaitamaLLC', 'MetaVerse', 'WeAreSaitama', 'UseSaitaPro', 'NFT', 'NFTs', 'NFTCommunity', 'SaitaCard']",Twitter for Android,False
Q,United Kingdom,"Saitama/SaitaRealty Holder.
MaziMatic NFT Holder, Referral Code: maziarmyLeSRBRb9uj",2013-11-15 02:58:06,3378,4710,59714,False,2023-03-01 23:50:17,"#Saitama #SaitamaWolfPack #SaitaPro
#Crypto #CryptoCurrency #SaitaWolves #ETH #Bitcoin #PaperVillage
#SaitamaToken
#BESUMMIT #SaitaRealty #SAITAMACOMMUNITY #SaitamaLLC #MetaVerse #WeAreSaitama

#UseSaitaPro #NFT #NFTs #NFTCommunity #SaitaCard

💜🐺💜WOLF🐺PACK💜🐺💜 https://t.co/iiRZb4h134","['Saitama', 'SaitamaWolfPack', 'SaitaPro', 'Crypto', 'CryptoCurrency', 'SaitaWolves', 'ETH', 'Bitcoin', 'PaperVillage', 'SaitamaToken', 'BESUMMIT', 'SaitaRealty', 'SAITAMACOMMUNITY', 'SaitamaLLC', 'MetaVerse', 'WeAreSaitama', 'UseSaitaPro', 'NFT', 'NFTs', 'NFTCommunity', 'SaitaCard']",Twitter for Android,False
Ezcsakcrypto,,"Engineer by day, Crypto Trader by night. But don't ask me for financial advice, I'm Hungarian.",2013-08-04 14:55:56,88,192,8148,False,2023-03-01 23:50:06,"#REN long closed 78.82% profit
#NEO short closed 20.27% profit

#btc #Crypto #bitcoin #cryptocurrencies #cryptotrading https://t.co/7MkXwXpq3r","['REN', 'NEO', 'btc', 'Crypto', 'bitcoin', 'cryptocurrencies', 'cryptotrading']",Twitter for Android,False
Rikka,Karawang,Sing song,2018-11-10 19:00:31,56,78,197,False,2023-03-01 23:50:03,"crypto grup @stellarsandbox $XLM
#Crypto 
#Bitcoin 
#stellar
#lobstr","['Crypto', 'Bitcoin', 'stellar', 'lobstr']",Twitter for Android,False
Jimbo | 444,,CNFTs | BTCNFTs,2021-07-12 21:35:02,411,498,5492,False,2023-03-01 23:50:01,@cryptorecruitr #bitcoin meets Cardano. https://t.co/TjDOBALfgj,['bitcoin'],Twitter for iPhone,False
Whales Radar,İstanbul,"https://t.co/oZVtGZzi5n

Crypto Whale Radar and Scanner

#Crypto #Bitcoin #Cryptocurrency #RastGele

Whales Radar is brand of @FxCanli",2010-01-03 15:43:57,2779,1,2,False,2023-03-01 23:50:01,"#XNOUSDT #XNO 
Signal #5  

Last Signal: 9 mins ago 
Before: 0.90900000 
After: 0.90500000 🔴(-0.44%) 
Volume Chng: 53,848 USDT (12.74%) 

Daily  
Price Chng: (1.80%)🟢 
Volume: 476,424 USDT 

🚀PRO ➡️ https://t.co/1EgdzYf2ot 🐳

#Crypto #Bitcoin #BTC #ETH","['XNOUSDT', 'XNO', 'Crypto', 'Bitcoin', 'BTC', 'ETH']",MT4 to Twitter,False
Q,United Kingdom,"Saitama/SaitaRealty Holder.
MaziMatic NFT Holder, Referral Code: maziarmyLeSRBRb9uj",2013-11-15 02:58:06,3378,4710,59714,False,2023-03-01 23:50:00,"#Saitama #SaitamaWolfPack #SaitaPro
#Crypto #CryptoCurrency #SaitaWolves #ETH #Bitcoin #PaperVillage
#SaitamaToken
#BESUMMIT #SaitaRealty #SAITAMACOMMUNITY #SaitamaLLC #MetaVerse #WeAreSaitama

#UseSaitaPro #NFT #NFTs #NFTCommunity #SaitaCard

💜🐺💜WOLF🐺PACK💜🐺💜 https://t.co/GYDBpmcAZ0","['Saitama', 'SaitamaWolfPack', 'SaitaPro', 'Crypto', 'CryptoCurrency', 'SaitaWolves', 'ETH', 'Bitcoin', 'PaperVillage', 'SaitamaToken', 'BESUMMIT', 'SaitaRealty', 'SAITAMACOMMUNITY', 'SaitamaLLC', 'MetaVerse', 'WeAreSaitama', 'UseSaitaPro', 'NFT', 'NFTs', 'NFTCommunity', 'SaitaCard']",Twitter for Android,False
CRYPTO ANALYTICS,UKRAINE,"The best #BTC & #Crypto market analysis. 
I take pride in creating beautiful, unbiased #Cryptocurrency charts that everyone can understand... Don't be misled!",2021-05-17 12:45:11,227,84,1038,False,2023-03-01 23:49:58,"⚠️ #BTC CAUTION! ⚠️
 
- Market is VERY CHOPPY a.t.m.
- I expect volume &amp; volatility pickup.
- New daily 🕯️ in 10 min. 
- #Bitcoin @  major level on HTF.
-  A BIG MOVE is coming 💯

Potentially a SHAKEOUT coming before confirmation of direction ⬇️⬆️

📣 USE CAUTION‼️ (👀 my 📊)","['BTC', 'Bitcoin']",Twitter for Android,False
Naples Bitcoin + Blockchain Group,"Naples, FL","Bitcoin + blockchain meetup group in Naples, Florida. A #Bitcoin focused #blockchain friendly community for all, no matter where you are on your Web 3 journey.",2022-10-22 00:56:05,72,162,250,False,2023-03-01 23:49:54,#Bitcoin    Day Naples 2024! Come see what a number 1 city feels like when surrounded by a bunch of bitcoiners! https://t.co/Q8mPYMJ3S1,['Bitcoin'],Twitter for Android,False
